,tt,type,ru,,
,уйларга ,nonetype,minduescu,,
,кристалл ,noun masculine,кристалл,,
,кристалл ,noun,кристаллы,,
,кристалл ,noun,кристаллы,,
,батарея эш вакыты ,nonetype,время работы батареи,,
,süzlek ,nonetype,dictsionar,,
,-са ,nonetype,acu,,
,янартау ,noun masculine,вулкан,,
,хаталар кертү ,nonetype,внесение ошибок,,
,бөтен ,determiner,tut,,
,бирергә ,verb,давать,,
,бирергә ,verb,дать,,
,бирергә ,verb,дарить,,
,бирергә ,verb,подарить,,
,мөселман ,noun masculine,мусульманин,,
,мөселман ,noun masculine,магометанин,,
,мөселман ,feminine,магометанка,,
,мөселман ,masculine,муслим,,
,мөселман ,feminine,муслимка,,
,мөселман ,feminine,мусульманка,,
,Кемдер ,pronoun,некто,,
,Кемдер ,pronoun masculine,кто-то,,
,bäk ,noun verb masculine,бей,,
,bäk ,noun verb,бей,,
,Éstonia ,proper,Estonia,,
,сызыкча ,noun masculine,дефис,,
,tele ,proper masculine,язык,,
,логарифм ,noun masculine,логарифм,,
,логарифм ,noun,логарифм,,
,Берләштерүне тәмамлау ,nonetype,завершение слияния,,
,камилләштерелгән ,adjective,улучшенный,,
,кәгазь зурлыгы ,nonetype,размер бумаги,,
,копенгаген ,nonetype,копенгаген,,
,берлин ,nonetype,берлин,,
,берлин ,noun masculine,Берлин,,
,көн-төн тигезлеге ,noun neuter,равноденствие,,
,көн-төн тигезлеге ,noun,равноденствие,,
,Экспресс-контактлар ,nonetype,экспресс-контакты,,
,Документ бөтенлеге ,nonetype,целостность документа,,
,математика ,noun feminine,математика,,
,тәмамлану датасы ,nonetype,дата окончания,,
,сайлау ,noun masculine,выбор,,
,сайлау ,verb,выбирать,,
,сайлау ,verb,выбрать,,
,канзас ,nonetype,канзас,,
,төньяк америка ,nonetype,america di aratsile,,
,туфрак ,nonetype,pemint,,
,халәт өлкәсе ,nonetype,область состояния,,
,берләштерелгән кыр ,nonetype,поле объединения,,
,Календарь рәсеме ,nonetype,снимок календаря,,
,Qolşärif ,nonetype,Кул-Шариф,,
,дүрт ,nonetype,чотырe,,
,дүрт ,nonetype,чоты́ри,,
,челтәр картасы ,nonetype,сетевой адаптер,,
,симфония ,nonetype,сімфонія,,
,симфония ,nonetype,Сімфонія,,
,греция ,nonetype,gãrtsia,,
,греция ,nonetype,Gãrtsia,,
,биология ,nonetype,biologhia,,
,биология ,nonetype,biologie,,
,экология ,nonetype,еколоґія,,
,экология ,nonetype,Еколоґія,,
,үтә күренмәлелек ,noun,прозрачность,,
,ишетергә ,nonetype,åvzi,,
,ишетергә ,nonetype,avzi,,
,җәүза йолдызлыгы ,noun,близнецы,,
,активлатырга ,verb,активировать,,
,активлатырга ,nonetype,сделать активным,,
,энергия ,noun feminine,энергия,,
,энергия ,noun,энергия,,
,очраклы тәртиптә ,nonetype,в случайном порядке,,
,эт ,nonetype,пес,,
,метафора ,noun feminine,метафора,,
,метафора ,noun,метафора,,
,эт ,nonetype,cǫini,,
,структура дәрәҗәсе ,nonetype,уровень структуры,,
,мәгълүмат тапшыру җайланмасы ,nonetype,оборудование передачи данных,,
,оптика ,noun,оптика,,
,оптика ,noun,оптика,,
,бенин ,nonetype,бенин,,
,тоткарлык ,noun feminine,задержка,,
,бразилия ,nonetype,бразілія,,
,бразилия ,feminine,Бразі́лія,,
,швеция ,nonetype,швеция,,
,швеция ,proper feminine,Швеция,,
,сортлау тәртибе ,nonetype,порядок сортировки,,
,аплет-кыстыргыч ,nonetype,букмарклет,,
,көнчыгыш аурупа ,nonetype,выходна европа,,
,katowice ,nonetype,катовице,,
,katowice ,nonetype,Катовице,,
,Франсуз ,nonetype,Французский,,
,Франсуз ,proper masculine,французский,,
,туңырга ,nonetype,ạngľets,,
,ата-ана идарәсе ,nonetype,родительский контроль,,
,ата-ана идарәсе ,nonetype,родительский контроль,,
,pänceşämbe ,noun masculine,четверг,,
,pänceşämbe ,nonetype,Четверг,,
,Kulikovo suğışı ,nonetype,Куликовская битва,,
,башкорт теле ,nonetype,башкирский язык,,
,дублин ,nonetype,дублин,,
,нәрсә ,nonetype,tse,,
,нәрсә ,nonetype,tsi,,
,мөхәммәт пәйгамбәр ,nonetype,мухаммед,,
,мөхәммәт пәйгамбәр ,proper masculine,Магомет,,
,мөхәммәт пәйгамбәр ,masculine,Мохаммед,,
,мөхәммәт пәйгамбәр ,masculine,Мухаммад,,
,мөхәммәт пәйгамбәр ,masculine,Мухаммед,,
,башка ,determiner, adjective,другой,,
,башка ,determiner,иной,,
,башка ,adjective,прочий,,
,башка ,adposition,кроме,,
,багдад ,nonetype,багдад,,
,билгеле исем ,nonetype,определенное имя,,
,Merälär ,nonetype,Мерянский язык,,
,уң ,adjective,правый,,
,уң ,adverb,справа,,
,Çağatay tele ,nonetype,чагатайский язык,,
,Барысына да җавап ,nonetype,ответить всем,,
,башлама ,masculine,верхний колонтитул,,
,башлама ,noun masculine,заголовок,,
,Kípır ,proper masculine,Кипр,,
,электрон почта серверы ,nonetype,почтовый сервер,,
,битлы тизлек ,noun,скорость,,
,Нокталы эффект ,nonetype,точечный эффект,,
,Беларусия ,proper feminine,Белоруссия,,
,Беларусия ,proper feminine,Беларусь,,
,мәгълүмат базасына тоташу ,nonetype,подключение к базе данных,,
,чакыру ,noun masculine,вызов,,
,чакыру ,nonetype,командная строка,,
,чакыру ,verb,пригласить,,
,Һәрчак күчерү галереясе ,nonetype,быстрое перемещение,,
,тутыру эффекты ,nonetype,способ заливки,,
,топологиянең төгәл күчермәсен урнаштыру ,nonetype,топология набора реплик,,
,хәтергә турыдан-туры керү ,nonetype,прямой доступ к памяти,,
,çikləwek watuçı ,noun m-p,щипцы для орехов,,
,бурунди ,nonetype,burundi,,
,yoldız ,noun feminine,steau̯ă,,
,коммунизм ,noun masculine,коммунизм,,
,атлау ,nonetype,amnu,,
,Roman Abramoviç ,nonetype,Роман Аркадьевич Абрамович,,
,latin älifbası ,nonetype,латиньскый алфавіт,,
,cornell universitetı ,nonetype,корнелльский университет,,
,cornell universitetı ,nonetype,Корнелльский университет,,
,AVI формат ,nonetype,формат AVI,,
,кулланучы хисап язмалары идарәсе ,nonetype,контроль учетных записей,,
,диаграмма ,noun feminine,диаграмма,,
,диаграмма ,nonetype,линейчатая диаграмма,,
,армут ,noun feminine,груша,,
,ActiveX объекты ,nonetype,объект ActiveX,,
,адрес юлы ,noun feminine,адресная строка,,
,ялт хәбәр ,nonetype,мгновенное сообщение,,
,тышкы мәгълүмат ,nonetype,внешние данные,,
,мәккә ,nonetype,мекка,,
,хокуклар ,nonetype,права пользователя,,
,Челтәргә читтән керү ,nonetype,удаленный доступ к сети,,
,океан ,noun masculine,океан,,
,törek tele ,noun,турецкий язык,,
,törek tele ,nonetype,Турецкий,,
,törek tele ,noun,турецкий язык,,
,бөекбритания ,nonetype,britania mari,,
,анкара ,nonetype,анкара,,
,тамгасар ,noun feminine,база данных,,
,карт ,nonetype,vecľu,,
,сул ,adjective,левый,,
,сул ,adverb,слева,,
,акча ,nonetype,пінязї,,
,акча ,nonetype,Пінязї,,
,текст форматлау ,nonetype,форматирование текста,,
,танзания ,nonetype,танзанія,,
,җәнлек ,nonetype,звірина,,
,экология ,noun feminine,экология,,
,экология ,noun,экология,,
,сальвадор ,nonetype,сальвадор,,
,режим ,noun masculine,режим,,
,Словения ,nonetype,Словенский,,
,Словения ,proper feminine,Словения,,
,Словения ,proper masculine,словенский,,
,Словения ,nonetype,словения,,
,ни ,pronoun,что,,
,ни ,conjunction,ни,,
,туксан ,determiner,девяносто,,
,туксан ,determiner,девяностый,,
,еш сораулар ,noun masculine,часто задаваемые вопросы,,
,мәгълүмат бөтенлеге ,nonetype,целостность данных,,
,ел ,nonetype,an,,
,төп стиль ,nonetype,основной стиль,,
,Niderland ,proper masculine,Нидерланды,,
,клиент эшкәртүе ,nonetype,клиентская обработка,,
,челтәр администраторы ,nonetype,администратор сети,,
,оештыручы диаграммасы ,nonetype,организационная диаграмма,,
,Киңәйтелүчән стильләр теле ,nonetype,язык XSL,,
,үзара тәэсир итешү ,noun,взаимодействие,,
,геофизика ,noun feminine,геофизика,,
,Bua ,nonetype,Буинск,,
,биотехнология ,nonetype,біотехнолоґія,,
,биотехнология ,nonetype,Біотехнолоґія,,
,вируслар ,noun,вирусы,,
,вируслар ,noun,вирус,,
,гәпләшү ,verb impf,разговаривать,,
,гәпләшү ,noun masculine,чат,,
,Bäläncär ,nonetype,Беленджер,,
,Тиз битләр ,nonetype,быстрые вкладки,,
,Windows тергезү мохите ,nonetype,среда восстановления Windows,,
,климат ,noun masculine,климат,,
,климат ,noun,климат,,
,үләргә ,nonetype,mor,,
,-сә ,nonetype,disi,,
,Columbia universitetı ,nonetype,Колумбийский университет,,
,Columbia universitetı ,nonetype,колумбийский университет,,
,калын ,nonetype,gros,,
,блог редакторы ,noun masculine,блогер,,
,төп төс ,noun masculine,цвет,,
,чыгу ,noun masculine,выход,,
,чыгу ,verb pf,выйти,,
,чыгу ,verb impf,выходить,,
,чыгу ,verb,выйти,,
,люксембург ,nonetype,luxemburg,,
,дәүләт ,noun neuter,государство,,
,дәүләт ,adjective,государственный,,
,дәүләт ,noun feminine,держава,,
,дәүләт ,noun masculine,край,,
,дәүләт ,noun feminine,нация,,
,дәүләт ,noun,страна,,
,дәүләт ,proper,Давлет,,
,ни ,nonetype,ţe,,
,файл исеме өстәмәсе ,nonetype,расширение имени файла,,
,Allah ,proper masculine,Аллах,,
,Allah ,noun,аллах,,
,танк ,noun masculine,танк,,
,танк ,noun masculine,танк,,
,tel beleme ,noun feminine,лингвистика,,
,туктатып тору ,noun feminine,пауза,,
,борын ,noun feminine,nare,,
,борын ,noun feminine,nari,,
,система ,noun feminine,система,,
,салынма ,noun feminine,вкладка,,
,soraw ,noun feminine,ãntribari,,
,көньяк африка җөмһүрияте ,nonetype,южно-африканская республика,,
,мьянма ,nonetype,мьянма,,
,мали ,nonetype,мали,,
,слайд ,noun masculine,слайд,,
,доллар ,noun masculine,доллар,,
,доллар ,noun,доллар,,
,комета ,nonetype,комета,,
,комета ,nonetype,Комета,,
,луизиана ,nonetype,луизиана,,
,Русия ,proper feminine,Россия,,
,Русия ,proper feminine,Русь,,
,Русия ,adjective,российский,,
,Русия ,nonetype,россия,,
,бу ,nonetype,tsist,,
,ата ,nonetype,tată,,
,гомер ,nonetype,гомер,,
,гомер ,noun feminine,жизнь,,
,агарга ,verb impf,течь,,
,гадәти каләм ,nonetype,текстурный карандаш,,
,дисплей ,noun masculine,дисплей,,
,гаджет ,noun masculine,гаджет,,
,гаджет ,nonetype,Гаджет,,
,татарлар ,nonetype,тартария,,
,татарлар ,noun masculine,татарин,,
,татарлар ,noun feminine,татарка,,
,Windows календаре ,nonetype,календарь Windows,,
,квант механикасы ,noun feminine,квантовая механика,,
,квант механикасы ,noun,квантовая механика,,
,чили ,nonetype,чили,,
,чили ,proper neuter,Чили,,
,бала ,nonetype,cupilaş,,
,бала ,nonetype,fitšor,,
,икеяклы ,nonetype,двунаправленный,,
,икеяклы ,adjective,двухсторонний,,
,Öräk ,nonetype,Привидения,,
,Öräk ,nonetype,Привидение,,
,Öräk ,noun neuter,привидение,,
,Öräk ,noun,привидения,,
,метрика ,noun feminine,метрика,,
,күп кат язу өчен компакт-диск ,nonetype,перезаписываемый компакт-диск,,
,Үзәк процессор ,nonetype,ЦП,,
,Үзәк процессор ,masculine,центральный процессор,,
,штрихлау ,nonetype,штриховка,,
,архитектура ,noun feminine,архитектура,,
,архитектура ,noun,архитектура,,
,челтәр башы ,nonetype,начало сетки,,
,Radio Free Europe ,nonetype,Радио Свобода,,
,Румыния ,proper feminine,Румыния,,
,Румыния ,nonetype,румыния,,
,Tatarstan rayonnarı ,nonetype,Административно-территориальное деление Татарстана,,
,вена шәһәре ,nonetype,відень,,
,Минск ,proper masculine,Минск,,
,Минск ,nonetype,минск,,
,теге ,nonetype,ţel,,
,ximiä ,noun feminine,химия,,
,резерв күчермә файлы ,nonetype,файл резервной копии,,
,электрон кулланма ,nonetype,электронное руководство,,
,үлән ,noun feminine,iarbã,,
,үлән ,feminine,earbã,,
,бет ,nonetype,piducľu,,
,яшәргә ,verb impf,жить,,
,яшәргә ,verb pf,прожить,,
,пакьстан ,nonetype,pakistan,,
,Bisermän ,nonetype,Бесермяне,,
,челтәргә керү мәгълүматы ,nonetype,сетевое удостоверение,,
,авыз ,nonetype,gurã,,
,авыз ,nonetype,Gurâ,,
,төшәргә ,nonetype,cad,,
,төньяк котып ,nonetype,северный пол,,
,җир ,nonetype,pimintu,,
,җир ,nonetype,loc,,
,Уку өлкәсе ,nonetype,область чтения,,
,карт ,nonetype,veclju,,
,варшава ,nonetype,varshava,,
,палитра ,noun feminine,палитра,,
,төлке ,noun feminine,лиса,,
,төлке ,noun masculine,лис,,
,төлке ,noun feminine,лисица,,
,äflisun ,noun masculine,апельсин,,
,муйын ,noun feminine,шея,,
,söyak ,noun feminine,кость,,
,karawat ,noun feminine,кровать,,
,karawat ,noun feminine,постель,,
,kul ,noun feminine,рука,,
,tатар ,noun masculine,татарский,,
,яратырга ,verb,любить,,
,et ,noun masculine,пёс,,
,et ,noun feminine,собака,,
,ähämiätle ,noun,важный,,
,Uqçı ,proper masculine,Стрелец,,
,äläm ,noun neuter,знамя,,
,äläm ,noun masculine,флаг,,
,аек ,adjective,трезвый,,
,кая ,adverb,где,,
,кая ,adverb, pronoun,куда,,
,саварга ,verb,доить,,
,хошимин ,nonetype,ho chi minh city,,
,африка ,nonetype,африка,,
,африка ,nonetype,Африка,,
,алыштыручы символ ,nonetype,подстановочный знак,,
,йомырка ,noun neuter,яйцо,,
,авыз ,feminine,gura,,
,авыз ,nonetype,gură,,
,дефрагментлау ,feminine,дефрагментация,,
,икътисад ,noun feminine,экономика,,
,икътисад ,noun neuter,хозяйство,,
,икътисад ,nonetype,История экономических учений,,
,икътисад ,noun,экономика,,
,Canada ,proper feminine,Канада,,
,utız ,numeral,тридцать,,
,көлергә ,verb,смеяться,,
,көлергә ,verb pf,рассмеяться,,
,көлергә ,verb impf,хохотать,,
,сатурн ,nonetype,сатурн,,
,сатурн ,nonetype,Сатурн,,
,читтән идарә программасы ,nonetype,программа удаленного управления,,
,гватемала ,nonetype,guatemala,,
,Wîkîpedîä ,proper feminine,Википедия,,
,канберра ,nonetype,канберра,,
,канберра ,proper feminine,Канберра,,
,малай ,adjective masculine,малайский,,
,малай ,noun masculine,мальчик,,
,малай ,nonetype,Малайский,,
,малай ,adjective masculine,малайский,,
,мин ,nonetype,я,,
,Төркем ,nonetype,Группы,,
,Төркем ,noun feminine,группа,,
,Төркем ,noun feminine,категория,,
,Төркем ,noun masculine,отряд,,
,Төркем ,noun masculine,разряд,,
,Төркем ,verb,группировать,,
,Өфе ,proper, noun feminine,Уфа,,
,перу ,noun,перу,,
,перу ,noun neuter,Перу,,
,асинхрон ,adjective,асинхронный,,
,җибути ,nonetype,джибути,,
,мин ,nonetype,io,,
,бүлү ,verb impf,анализировать,,
,бүлү ,noun neuter,деление,,
,бүлү ,verb,делить,,
,бүлү ,noun neuter,отделение,,
,җылы ,adverb, noun,тепло,,
,җылы ,adjective,тёплый,,
,җылы ,adjective,теплый,,
,хорватия ,nonetype,croatia,,
,әңгәмә ,noun feminine,беседа,,
,әңгәмә ,noun masculine,разговор,,
,алма ,nonetype,Ябко,,
,алма ,neuter,ябко,,
,йөрәк ,feminine,inimã,,
,йөрәк ,nonetype,Inimâ,,
,син ,nonetype,tu,,
,нептун ,nonetype,нептун,,
,меркурий ,noun,меркурий,,
,саклагыч ,noun neuter,хранилище,,
,кыр төймәсе ,nonetype,кнопка поля,,
,галерея ,noun feminine,коллекция,,
,тычкан белән чирттерү ,nonetype,щелчок мышью,,
,Тамгалар ,noun,теги,,
,тавыш картасы ,nonetype,звуковая плата,,
,мәгълүмат язмасы ,nonetype,запись данных,,
,qırım ,nonetype,крым,,
,qırım ,noun masculine,Крым,,
,яшел ,nonetype,zelen,,
,яхшы ,adjective masculine,хороший,,
,яхшы ,adjective masculine,добрый,,
,яхшы ,adverb,хорошо,,
,яхшы ,adverb,ладно,,
,яхшы ,adjective,славный,,
,яхшы ,adverb,лучше,,
,яхшы ,adjective,лучший,,
,Интернетта Windows белешмәсе ,nonetype,справка Windows в Интернете,,
,каспий диңгезе ,nonetype,каспийское море,,
,каспий диңгезе ,proper neuter,Каспийское море,,
,йомырка ,neuter,ou,,
,йомырка ,nonetype,Gofu,,
,чәршәмбе ,noun feminine,среда,,
,tırnaq ,noun masculine,ноготь,,
,кыргый ат ,nonetype,дикая лошадь,,
,чыгыш хәбәр ,noun feminine,структура,,
,экстент ,nonetype,область памяти,,
,кесә телефоны ,noun masculine,мобильный телефон,,
,кесә телефоны ,noun masculine,мобильник,,
,кесә телефоны ,noun feminine,сотка,,
,кесә телефоны ,noun masculine,сотовый телефон,,
,кесә телефоны ,noun masculine,сотовый телефон,,
,пуэрто-рико ,nonetype,пуэрто-рико,,
,берләшмә таләбе ,nonetype,запрос на объединение,,
,эзләү даирәсе ,nonetype,область поиска,,
,ут ,nonetype,foc,,
,мультимедиа файлы ,nonetype,файл мультимедиа,,
,уяну ,nonetype,возобновить работу,,
,ялганучы модуль ,nonetype,подключаемый модуль,,
,флоренция ,nonetype,флоренция,,
,Формалар таблицасы ,nonetype,таблица свойств фигуры,,
,гонконг ,nonetype,гонґ конґ,,
,җыелма таблица хисабы ,nonetype,отчет сводной таблицы,,
,ишек ,noun feminine,дверь,,
,ишек ,noun,дверца,,
,ишек ,noun feminine,двери,,
,белергә ,nonetype,shciu,,
,кисәргә ,nonetype,talju,,
,реклама бирүче ,noun masculine,рекламодатель,,
,tuğız ,numeral,девять,,
,архитектура ,nonetype,архітектура,,
,архитектура ,nonetype,Архітектура,,
,җиңел ,adjective,легкий,,
,җиңел ,adverb,легко,,
,җиңел ,adverb,просто,,
,җиңел ,adjective masculine,лёгкий,,
,җиңел ,adjective noun verb masculine,простой,,
,горизонталь сызык ,nonetype,горизонтальная линия,,
,өй тавыгы ,noun feminine,курица,,
,өй тавыгы ,noun feminine,курица,,
,бельгия ,nonetype,бельгия,,
,бельгия ,proper,Бельгия,,
,соңгы ,adjective,последний,,
,соңгы ,noun,новости,,
,бутан ,nonetype,bhutan,,
,"Буген" бите ,nonetype,страница "Сегодня",,
,ышаныч ,noun neuter,доверие,,
,ышаныч ,noun feminine,надежда,,
,ышаныч ,noun feminine,уверенность,,
,эш барышы ,nonetype,бизнес-процесс,,
,диод ,nonetype,діода,,
,диод ,nonetype,Діода,,
,тәрәзә ,noun neuter,окно,,
,Íslam ,nonetype,Ислам,,
,меңьеллык ,noun neuter,тысячелетие,,
,бирем ,noun neuter,задание,,
,компакт-диск ,noun masculine,компакт-диск,,
,арканзас ,nonetype,арканзас,,
,чәнчергә ,nonetype,pung,,
,санлы имзалы ,nonetype,с цифровой подписью,,
,күк ,noun neuter,небо,,
,күк ,adjective masculine,синий,,
,күк ,adjective masculine,голубой,,
,күк ,adverb,как,,
,күк ,noun neuter,небо,,
,сынап карау ,nonetype,нечеткое тестирование,,
,citmeş ,numeral,семьдесят,,
,төзелмә тамга ,nonetype,составной знак,,
,уң ,nonetype,ãndreptu,,
,кире адрес ,nonetype,обратный адрес,,
,сизгер өслек ,feminine,сенсорная панель,,
,җиңсә ,noun neuter,влагалище,,
,җиңсә ,noun feminine,вагина,,
,җиңсә ,noun masculine,рукав,,
,кече азия ,nonetype,мала азія,,
,aşlama ,noun neuter,удобрение,,
,исемлек аергычы ,nonetype,разделитель элементов списка,,
,почта индексы ,noun,почтовый индекс,,
,ятарга ,verb,лежать,,
,nüeş ,noun masculine,многоугольник,,
,имезүчеләр ,nonetype,ссавцї,,
,имезүчеләр ,nonetype,Ссавцї,,
,итальян теле ,nonetype,limba italichescã,,
,басак ,noun masculine,принтер,,
,арифметика ,noun feminine,арифметика,,
,арифметика ,noun,арифметика,,
,тез ,noun neuter,dzenuclju,,
,тез ,neuter,dzinuclju,,
,тез ,neuter,dzãnuclju,,
,Контакт мәгълүматлары ,nonetype,контактные данные,,
,нокта ,noun masculine,пиксель,,
,нокта ,noun feminine,точка,,
,бер-күп нисбәте ,nonetype,один ко многим,,
,юеш ,nonetype,vlajnic,,
,Xalıqara Yañğırış Älifbası ,nonetype,Международный фонетический алфавит,,
,Xalıqara Yañğırış Älifbası ,proper masculine,международный фонетический алфавит,,
,җәю ,verb pf,развернуть,,
,эчке сайт ,nonetype,дочерний сайт,,
,украина ,nonetype,україна,,
,украина ,feminine,Украї́на,,
,украина ,nonetype,Україна,,
,ğäräp tele ,nonetype,арабскый язык,,
,магма ,noun feminine,магма,,
,магма ,nonetype,Магма,,
,озын ,adjective,длинный,,
,озын ,adjective masculine,высокий,,
,озын ,noun,долгий,,
,princeton universitetı ,nonetype,принстонский университет,,
,princeton universitetı ,nonetype,Принстонский университет,,
,90 градуска бору ,nonetype,поворот на 90 градусов,,
,калын ,nonetype,gros,,
,имам ,noun masculine,имам,,
,имам ,noun,имам,,
,informal Урыс ,proper masculine,русский,,
,Эштә түгел ,nonetype,нет на месте,,
,молдавия ,nonetype,moldova,,
,эффективлык өчен бүләк ,nonetype,премия за эффективность,,
,албания ,nonetype,албания,,
,албания ,proper feminine,Албания,,
,"Башлау" сайлагы ,nonetype,меню "Пуск",,
,физик адреслар өстәмәсе ,nonetype,расширение физических адресов,,
,вакыйга эшкәрткече ,nonetype,обработчик событий,,
,ул җирдә ,adverb,там,,
,Синхронлаштыру үзәген ачу ,nonetype,открытие центра синхронизации,,
,Афиннар ,proper feminine,Афины,,
,Афиннар ,nonetype,афины,,
,millätçelek ,noun masculine,национализм,,
,Kirill älifbası ,noun feminine,кириллица,,
,Kirill älifbası ,proper feminine,кириллица,,
,объектлар библиотекасы ,nonetype,библиотека объектов,,
,Järva Maakondı ,nonetype,Ярвамаа,,
,антропология ,nonetype,антрополоґія,,
,критерийлар ,noun neuter,условие,,
,каты диск ,nonetype,жесткий диск,,
,каты диск ,noun masculine,жёсткий диск,,
,анда ,nonetype,colo,,
,анда ,nonetype,ạncǫ,,
,мисыр ,nonetype,египет,,
,мисыр ,proper, noun masculine,Египет,,
,камерун ,nonetype,камерун,,
,киек каз юлы ,nonetype,млечный путь,,
,дартс ,noun p,дартс,,
,дартс ,masculine,дартс,,
,атрибут ,noun masculine,атрибут,,
,ximäyäçelek ,noun masculine,протекционизм,,
,ximäyäçelek ,nonetype,Протекционизм,,
,кыл ,noun masculine,per,,
,вена шәһәре ,proper feminine,вена,,
,кояш системасы ,noun,солнечная система,,
,кояш системасы ,proper feminine,Солнечная система,,
,анимация стиле ,nonetype,стиль анимации,,
,сербия ,nonetype,сербія,,
,технология ,noun feminine,технология,,
,он ,noun feminine,мука,,
,он ,nonetype,ОН,,
,он ,nonetype,мука́,,
,Календарь ,nonetype,Календарь,,
,Календарь ,noun masculine,календарь,,
,папканың албите ,nonetype,домашняя страница папки,,
,Afanasi Şçapov ,nonetype,Афанасий Прокофьевич Щапов,,
,гиппопотам ,noun masculine,бегемот,,
,гиппопотам ,noun masculine,гиппопотам,,
,санлы ,adjective,цифровой,,
,серсүз ярдәмендә чынлык тикшерү ,nonetype,проверка подлинности с помощью пароля,,
,Интернет ачкыч алмашу протоколы ,nonetype,протокол IKE,,
,үрнәк ,noun feminine,маска,,
,үрнәк ,noun masculine,образец,,
,үрнәк ,noun masculine,пример,,
,тотемизм ,noun,тотемизм,,
,тотемизм ,nonetype,Тотем,,
,Merkuri ,proper masculine,Меркурий,,
,борырга ,nonetype,mi ạnvărtes,,
,шахмат ,noun p,шахматы,,
,шахмат ,noun,шахматы,,
,Kuwait ,proper masculine,Кувейт,,
,сез ,pronoun p,вы,,
,сез ,determiner,ваш,,
,сез ,determiner,Ваш,,
,сез ,pronoun,Вы,,
,әрмәнстан ,nonetype,арменія,,
,әрмәнстан ,feminine,Арме́нія,,
,даталар навигаторы ,noun,календарик,,
,Малай ,nonetype,Малайский,,
,Малай ,adjective masculine,малайский,,
,Малай ,adjective masculine,малайский,,
,Малай ,noun masculine,мальчик,,
,сириус ,nonetype,сириус,,
,Тасма ,nonetype,гимнастическая лента,,
,Тасма ,noun feminine,лента,,
,Тасма ,noun feminine,лента,,
,Тасма ,noun feminine,полоса,,
,Автотөзәтү ,nonetype,автозамена,,
,кымыз ,noun masculine,кумыс,,
,тартырга ,verb,волочить,,
,тартырга ,verb impf,тянуть,,
,Ritsa ,nonetype,Рица,,
,вакыйга адресы ,nonetype,адрес события,,
,барлык хәрефләрне баш хәреф итү ,noun,капитализация,,
,барлык хәрефләрне баш хәреф итү ,nonetype,написание прописными буквами,,
,Urıs xalqı ,nonetype,Русские,,
,yapon tele ,nonetype,японьскый язык,,
,испан теле ,proper masculine,испанский язык,,
,елан ,nonetype,şerp,,
,Казан ,proper, noun feminine,Казань,,
,Казан ,adjective,казанский,,
,Казан ,noun masculine,казан,,
,Казан ,noun masculine,котёл,,
,платон ,nonetype,платон,,
,кәшидә ,nonetype,кашиды,,
,aziə ,nonetype,asia,,
,бер ранглы челтәр ,nonetype,одноранговая сеть,,
,антарктида ,nonetype,антарктіда,,
,эчке стиль ,nonetype,встроенный стиль,,
,awıl ,noun neuter,село,,
,кара тишек ,nonetype,чорна дїра,,
,кара тишек ,nonetype,Чорна дїра,,
,греция ,nonetype,греция,,
,греция ,proper feminine,Греция,,
,греция ,feminine,Эллада,,
,килешенгәнчә кыйммәт ,nonetype,значение по умолчанию,,
,зур җидегән йолдызлыгы ,nonetype,большая медведица,,
,x күчәре ,nonetype,ось X,,
,ğínwar ,proper masculine,январь,,
,ğínwar ,nonetype,Январь,,
,тулы ,adjective,полный,,
,тулы ,adjective,целый,,
,тулы ,adverb,полно,,
,соры төс төсмерләре ,nonetype,оттенки серого,,
,белергә ,nonetype,ştiu,,
,dartmouth college ,nonetype,дартмутский колледж,,
,dartmouth college ,nonetype,Дартмутский колледж,,
,молекула ,nonetype,молекула,,
,молекула ,nonetype,Молекула,,
,Фарси ,nonetype,Фарси,,
,Фарси ,proper masculine,фарси,,
,топология ,noun feminine,топология,,
,иңкеш ,noun feminine,впадина,,
,иңкеш ,noun,впадина,,
,кисеп алу ,nonetype,вырезание,,
,кисеп алу ,verb,вырезать,,
,кисеп алу ,noun masculine,фрагмент,,
,мәйдан ,noun feminine,площадь,,
,мәйдан ,noun masculine,сквер,,
,сүз төркемнәре ,noun feminine,часть речи,,
,өске юл ,nonetype,надстрочный,,
,пингвин ,noun masculine,пингвин,,
,Oyıştıruçılar Cíını Äğzaları Komitäte ,nonetype,Комитет членов Учредительного собрания,,
,сценарий ,noun masculine,сценарий,,
,сценарий ,noun masculine,скрипт,,
,төтен ,masculine,fum,,
,рөхсәтләр ,noun neuter,разрешение,,
,судан ,nonetype,судан,,
,IMAP протоколы ,nonetype,протокол IMAP,,
,демократия ,noun feminine,демократия,,
,демократия ,neuter,народовластие,,
,демократия ,noun,демократия,,
,мең ,determiner,тысяча,,
,мең ,determiner,тысячный,,
,Windows Live платформасында ,nonetype,на Windows Live,,
,аргентина ,nonetype,арґентіна,,
,ресурслар режимы ,nonetype,представление ресурсов,,
,смарт-карта ,nonetype,смарт-карта,,
,Чик кыйммәт ,nonetype,пороговое значение,,
,дә ,nonetype,şi,,
,Arça ,nonetype,Арск,,
,Windows ян сайлагы ,nonetype,боковая панель Windows,,
,берләшкән милләтләр оешмасы ,nonetype,организация объединённых наций,,
,берләшкән милләтләр оешмасы ,proper feminine,Организация Объединённых Наций,,
,taríx ,feminine,історія,,
,исландия ,nonetype,islanda,,
,исландия ,feminine,Islanda,,
,Ekaterina II ,nonetype,Екатерина II,,
,боз ,nonetype,gľets,,
